Written Dac Setting,Voltage Observed,Written Dac setting,Written FPGA value,Slope for line of fit,Y-intercept for line of fit
0,0.11,21,0,0.019886446886446883,1.006000000000006
819,17.27,21,0,0.019886446886446883,1.006000000000006
1638,34.48,21,0,0.019886446886446883,1.006000000000006
2457,51.72,21,0,0.019886446886446883,1.006000000000006
3276,64.32,21,0,0.019886446886446883,1.006000000000006
