Written Dac Setting,Voltage Observed,Written Dac setting,Written FPGA value,Slope for line of fit,Y-intercept for line of fit
0,0.11,20,0,0.01995238095238095,0.6940000000000021
819,16.9,20,0,0.01995238095238095,0.6940000000000021
1638,34.02,20,0,0.01995238095238095,0.6940000000000021
2457,51.17,20,0,0.01995238095238095,0.6940000000000021
3276,64.68,20,0,0.01995238095238095,0.6940000000000021
