Written Dac Setting,Voltage Observed,Written Dac setting,Written FPGA value,Slope for line of fit,Y-intercept for line of fit
0,0.19,20,1,0.01984859584859585,1.1560000000000004
819,17.44,20,1,0.01984859584859585,1.1560000000000004
1638,34.59,20,1,0.01984859584859585,1.1560000000000004
2457,51.86,20,1,0.01984859584859585,1.1560000000000004
3276,64.26,20,1,0.01984859584859585,1.1560000000000004
