Written Dac Setting,Voltage Observed,Written Dac setting,Written FPGA value,Slope for line of fit,Y-intercept for line of fit
0,0.44,21,2,0.01995970695970696,1.1719999999999986
819,17.38,21,2,0.01995970695970696,1.1719999999999986
1638,34.63,21,2,0.01995970695970696,1.1719999999999986
2457,52.03,21,2,0.01995970695970696,1.1719999999999986
3276,64.85,21,2,0.01995970695970696,1.1719999999999986
